DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35201015,715,62.1,57184.80209089795,275.0
35201016,579,78.5,63079.90233650648,260.0
35201017,453,55.3,37859.78270934598,180.0
35201018,469,44.8,39566.61048783842,185.0
35201019,490,65.6,39702.43305856665,200.0
35201020,544,63.9,41123.32626261549,205.0
35201023,645,69.7,56142.89807750141,300.0
35201024,606,60.4,82901.00831023653,240.0
35201025,596,84.4,86342.92668067316,285.0
35201026,509,63.4,41030.810889497785,260.0
35201027,678,74.0,61929.31569139924,310.0
35201028,477,56.5,41779.87768492292,205.0
35201029,586,72.3,136531.50427552557,290.0
35201030,512,64.8,50987.83174849005,215.0
35201031,429,70.0,53174.78263290582,245.0
35201032,585,62.7,26882.530831779204,345.0
35201033,700,61.5,36830.71562628372,460.0
35201034,243,57.7,52942.39892384105,100.0
35201035,644,50.8,67343.87232778317,425.0
35201036,587,,34751.700955087,365.0
35201038,670,59.2,26155.561628063584,440.0
35201039,878,67.8,123457.83718136008,505.0
35201040,571,69.4,79236.22495516273,270.0
35201041,808,54.1,74088.09233656539,560.0
35201044,577,90.6,116652.18219242185,310.0
35201045,404,81.1,21170.132331612753,255.0
35201046,552,78.1,32107.938365425718,330.0
35201047,616,72.8,61016.48304836795,260.0
35201048,600,76.1,60283.5142581643,290.0
35201049,746,73.4,106073.47707088792,350.0
35201050,295,67.3,31127.165756792223,140.0
35201051,522,73.5,10699.614330569215,375.0
35201052,524,64.6,36403.17603727929,230.0
35201053,470,73.9,36256.36905937664,270.0
35201054,641,67.5,51112.09284868386,415.0
35201055,882,62.8,41211.77829495097,345.0
35201056,394,63.2,18721.70337725096,250.0
35201057,536,73.8,48064.371216719024,325.0
35201058,522,53.9,24903.846729950623,345.0
35201059,482,76.1,50872.688368362986,225.0
35201060,371,73.4,37487.748034926146,195.0
35201061,516,52.5,59677.51252859829,235.0
35201062,322,71.4,50478.94161293206,140.0
35201063,738,67.6,93832.66887929723,350.0
35201064,575,80.2,83312.3985387412,265.0
35201065,553,65.2,49809.41125984886,225.0
35201066,533,62.9,69662.32460901207,205.0
35201067,402,65.7,51906.10351802108,180.0
35201068,700,72.2,52321.92018276806,275.0
35201069,457,67.9,70295.3349495372,205.0
35201070,402,66.2,35832.598170275916,165.0
35201071,444,80.0,36171.155929292145,100.0
35201072,599,60.6,150491.29361311678,230.0
35201073,636,72.5,114490.216125168,270.0
35201076,584,77.8,115724.9106016458,245.0
35201077,451,68.9,123677.01801103281,170.0
35201078,895,76.2,88812.4384356383,390.0
35201079,539,78.3,91096.16836862569,205.0
35201080,460,80.0,80968.95951712041,175.0
35201081,319,69.0,81512.63047257563,145.0
35201104,468,50.6,40199.28662170597,255.0
35201105,448,74.0,46458.48022752627,205.0
35201106,570,60.9,62313.15181063664,250.0
35201107,361,62.1,26651.603305424742,195.0
35201109,625,63.9,41563.86196358038,295.0
35201110,766,63.7,75705.7474658356,390.0
35201111,549,64.7,91387.68947803223,215.0
35201112,488,77.5,53954.61542409159,190.0
35201113,474,64.3,55928.602752675084,245.0
35201114,458,,80653.47719929647,185.0
35201122,287,54.2,34386.698040772375,105.0
35201123,380,58.7,41178.25030989715,125.0
35201124,448,69.1,49467.88118215001,165.0
35201125,437,75.0,46188.94919883489,140.0
35201126,345,58.5,40197.85640341379,115.0
35201127,561,64.2,57863.78042081028,185.0
35201128,448,61.5,44720.01698881557,155.0
35201129,580,58.8,89104.17838379022,200.0
35201130,378,65.1,36099.39730677964,120.0
35201131,742,62.1,81227.75111952082,245.0
35201132,732,60.3,80428.33682407063,255.0
35201133,508,43.5,51319.47665590185,170.0
35201134,526,46.6,46944.31840984593,185.0
35201139,458,60.3,71511.85738833956,170.0
35201140,452,64.3,41528.58653446986,145.0
35201141,590,45.5,52802.90538504749,190.0
35201142,516,57.3,50356.83585172591,175.0
35201143,613,63.2,51607.53314426146,235.0
35201144,392,51.5,38852.01553989439,140.0
35201145,704,59.3,67094.41308717674,250.0
35201146,404,65.2,39317.4769406905,150.0
35201147,377,63.3,36844.385239497395,135.0
35201148,447,51.3,53046.13081609092,155.0
35201149,310,60.8,32760.79173795747,115.0
35201150,385,80.6,41753.45270286451,145.0
35201151,359,37.1,39684.06230196136,135.0
35201152,349,73.2,46825.02082926922,145.0
35201153,522,65.5,87558.77109356044,195.0
35201154,600,72.0,75347.16784753087,215.0
35201155,405,88.4,51007.03577808863,175.0
35201156,494,51.8,40980.70500218178,210.0
35201157,376,61.5,41973.47777652616,145.0
35201158,738,52.0,237426.05335648466,270.0
35201159,780,74.6,92080.3223813538,265.0
35201160,402,44.6,33987.44141202077,130.0
35201161,278,43.1,6561.189540711054,190.0
35201162,645,59.1,53393.480890579296,215.0
35201163,297,59.6,73466.92668950291,105.0
35201164,614,72.0,84374.13728878788,235.0
35201165,647,65.5,110981.09878872738,230.0
35201166,571,56.4,53189.609835115465,175.0
35201167,764,53.4,22154.352823123132,450.0
35201168,539,59.3,59327.36890686409,165.0
35201169,480,43.6,38078.44869967717,165.0
35201170,489,47.1,85288.66306385395,180.0
35201171,399,54.1,40101.56644171937,125.0
35201172,592,51.5,66898.91034703705,225.0
35201173,465,68.8,34402.62290712548,130.0
35201174,537,74.7,49697.79616835009,170.0
35201175,532,66.3,48486.41923883908,175.0
35201176,498,67.1,38822.13295063936,170.0
35201177,466,64.6,38276.942728839276,160.0
35201178,511,75.6,37531.9333379982,160.0
35201179,559,77.9,62008.608506258395,200.0
35201180,570,76.0,85444.70518797995,185.0
35201181,482,54.4,41432.37631871074,155.0
35201182,775,63.3,85054.83875513278,265.0
35201185,506,57.0,51256.71648110101,195.0
35201186,716,59.0,52116.75889701196,235.0
35201187,368,53.7,30398.39518087555,130.0
35201188,669,61.8,100855.44612823386,225.0
35201191,375,56.3,44374.41629668408,120.0
35201192,443,68.5,48854.92136356811,150.0
35201193,506,60.7,55903.28692947867,150.0
35201194,423,58.4,49028.115524666246,135.0
35201195,378,58.0,48866.30056099954,140.0
35201196,833,65.0,99237.57523305644,290.0
35201197,415,55.9,50326.2855768783,145.0
35201198,979,60.8,304707.0069563162,280.0
35201199,842,,103880.07174455801,335.0
35201200,680,50.5,73057.83445858989,245.0
35201201,462,53.2,60019.15803033392,150.0
35201202,461,57.1,58683.63824958241,160.0
35201203,607,70.3,114296.7940743097,210.0
35201204,442,58.8,45898.15169802909,135.0
35201205,653,67.9,82849.95698763675,240.0
35201206,596,63.0,80088.1063597261,220.0
35201209,296,53.8,25506.74714307492,125.0
35201210,286,63.8,46188.004535194705,100.0
35201211,388,44.6,48546.22817491919,150.0
35201212,480,47.2,89889.01217709875,180.0
35201213,393,66.7,139486.67943973327,170.0
35201214,268,64.0,93267.966860345,85.0
35201215,673,55.3,36493.64583599895,300.0
35201216,558,59.6,187670.69533251555,200.0
35201217,621,69.5,747626.8184600062,310.0
35201219,1070,45.6,30161.185300415087,355.0
35201222,358,51.6,76778.15548370103,125.0
35201228,369,50.8,161200.1500440818,130.0
35201240,339,70.5,41960.57072113646,120.0
35201241,664,60.9,78467.8781140005,235.0
35201242,615,37.2,60434.89536419651,385.0
35201243,431,38.0,75070.1993584399,140.0
35201244,255,63.6,61558.603050372774,85.0
35201249,543,63.3,91805.08252333006,185.0
35201250,869,63.8,157530.4317045323,305.0
35201251,977,61.5,103376.35528919658,345.0
35201252,384,51.6,186756.811027,130.0
35201253,545,59.5,92852.56041100311,190.0
35201254,452,60.5,143668.4131725998,170.0
35201255,425,78.9,81491.64801554427,155.0
35201256,346,70.9,87603.03596580244,135.0
35201257,301,67.3,59874.13489263173,125.0
35201259,446,65.4,77690.49581455476,170.0
35201263,350,52.5,46667.986786612615,135.0
35201264,750,52.0,511665.9335824187,275.0
35201267,486,59.0,113493.45615135938,170.0
35201278,475,63.4,61262.95244423876,185.0
35201279,472,70.7,52284.305971255635,180.0
35201280,398,65.7,37694.275825506425,180.0
35201281,451,71.2,50192.65863498148,175.0
35201282,549,62.8,66949.61042601385,235.0
35201283,404,78.5,41069.936486510946,155.0
35201284,387,74.2,40781.89552888568,155.0
35201285,485,69.6,69791.20367999727,185.0
35201286,223,44.7,25330.510723536172,95.0
35201287,439,59.5,46551.933053130655,195.0
35201288,598,60.2,66323.20860844878,230.0
35201289,355,61.4,42214.77801144692,150.0
35201290,373,68.9,48938.76070433019,150.0
35201291,743,67.2,97761.54070526005,275.0
35201292,550,74.4,65593.6398932274,215.0
35201293,499,79.8,160030.51321568084,210.0
35201294,531,68.3,146748.29249638136,185.0
35201295,577,64.9,84769.45989710288,225.0
35201297,610,78.1,76698.88852978287,260.0
35201298,913,51.1,28745.387603169616,540.0
35201312,527,72.5,1930988.7187606462,245.0
35201313,468,64.1,83101.00843654556,205.0
35201314,518,69.0,76836.98762371931,225.0
35201315,572,66.0,66563.17487272898,230.0
35201316,628,80.6,75823.359453466,255.0
35201317,405,80.8,54960.88000419948,205.0
35201318,503,67.4,69520.20001225472,220.0
35201319,556,71.9,60629.62680811922,245.0
35201320,693,73.5,76390.10772780728,345.0
35201321,495,75.3,59866.78123551939,230.0
35201322,561,72.2,67406.16873308456,250.0
35201323,437,65.8,44212.595334356905,170.0
35201324,339,77.6,44456.0112906001,150.0
35201325,430,70.0,42897.150712035545,175.0
35201326,654,77.5,62401.74009019539,305.0
35201327,692,55.5,24410.900878178007,310.0
35201328,263,48.9,33164.32639500399,130.0
35201329,369,74.6,19724.16842319678,215.0
35201331,396,62.9,39211.940603294075,205.0
35201332,766,57.9,42386.78640101348,355.0
35201333,391,50.9,19505.78955223522,200.0
35201334,1017,59.6,18647.9613973718,450.0
35201337,584,41.2,21594.87635898444,305.0
35201338,479,53.5,21475.738851823146,240.0
35201339,348,79.7,25734.159804463496,160.0
35201347,517,50.0,51680.16084932426,200.0
35201348,522,75.3,51181.54307852225,200.0
35201349,522,78.2,50474.46175734213,205.0
35201350,680,67.2,87523.8585934541,305.0
35201351,418,65.7,43895.46459080196,170.0
35201352,400,64.3,43534.12775079596,180.0
35201353,409,69.2,43252.81836339577,175.0
35201354,408,73.4,45095.82326393752,170.0
35201355,435,64.4,42981.66128251351,190.0
35201356,348,63.9,48041.975616519165,155.0
35201357,636,64.2,69088.57307220799,320.0
35201358,671,72.8,77235.19219817182,310.0
35201359,487,64.8,56784.72366241361,230.0
35201360,625,82.1,56021.74339192636,300.0
35201361,509,74.2,75760.62087157853,260.0
35201362,1872,65.7,70740.21461845856,1075.0
35201363,339,74.1,37410.24158968503,150.0
35201364,498,74.4,64181.898522089825,210.0
35201365,729,72.5,73821.64551572336,360.0
35201368,328,78.9,41550.07132870174,140.0
35201369,652,64.9,101992.98850504786,270.0
35201370,375,62.5,40815.90014242332,160.0
35201371,377,79.4,39344.956916102106,175.0
35201372,463,72.9,77267.56901930847,200.0
35201373,348,70.2,39960.429784354965,135.0
35201374,710,75.0,101379.64780612808,290.0
35201375,576,73.5,89633.61888815429,260.0
35201376,733,65.6,71547.1105779807,340.0
35201377,357,70.0,38705.2025695344,160.0
35201378,429,71.8,64530.37072450435,205.0
35201379,568,78.9,80941.89967071038,260.0
35201380,473,65.8,81471.38248342466,220.0
35201381,421,52.7,584093.4046914385,170.0
35201382,2259,69.7,559161.2676727808,735.0
35201383,504,62.8,175881.06154446135,150.0
35201384,416,67.2,50016.22358416338,130.0
35201387,649,49.5,124096.41108823486,290.0
35201388,559,55.6,79434.48314691246,210.0
35201389,1006,52.1,328810.0502965691,340.0
35201390,583,59.4,59080.135351987534,205.0
35201391,355,52.5,201739.25681916007,100.0
35201393,599,48.9,365997.1498795505,210.0
35201394,533,51.7,102616.77449719798,190.0
35201395,571,69.2,56529.86192958175,185.0
35201396,1018,39.8,118001.36958678541,485.0
35201397,519,63.0,162244.54333156222,180.0
35201398,500,53.3,49207.57699243095,165.0
35201399,519,60.2,187091.6161457268,175.0
35201400,286,52.1,93096.63097612088,90.0
35201401,665,60.0,116754.89069541212,285.0
35201402,460,70.9,68528.36341058706,215.0
35201403,262,64.4,40518.12212853723,125.0
35201404,425,55.1,53021.770247060704,245.0
35201405,457,39.5,65531.74250673296,270.0
35201406,596,72.6,163826.19585252058,245.0
35201407,492,79.3,117100.59758211569,200.0
35201408,501,60.0,52760.140233680315,220.0
35201409,418,85.7,42961.748898494385,190.0
35201410,401,58.3,49293.99857814825,170.0
35201411,519,61.5,103744.16622204565,205.0
35201412,415,65.2,52733.576285320705,145.0
35201413,482,67.0,39960.53488922502,195.0
35201414,553,62.0,44889.23178958753,225.0
35201415,396,68.7,30262.477826680068,165.0
35201416,485,41.2,23867.373140819996,280.0
35201417,361,59.0,36076.21834523327,145.0
35201418,456,60.5,37797.017483643445,200.0
35201419,556,71.2,32785.79629491202,200.0
35201420,476,67.1,53541.587195248205,195.0
35201421,383,71.6,34517.450103291616,190.0
35201422,580,64.3,80010.7124372251,265.0
35201423,371,58.1,41258.71356839071,140.0
35201426,442,66.3,57312.550048595265,195.0
35201427,510,62.0,36626.85277705655,205.0
35201428,669,62.8,48537.93718231142,280.0
35201429,538,64.9,42914.93270057045,205.0
35201430,445,57.5,50727.976023389216,160.0
35201431,327,50.9,29044.49388954664,140.0
35201432,571,64.4,49723.97474410205,205.0
35201433,562,59.8,49319.12432041204,220.0
35201434,630,65.4,49315.01186735997,220.0
35201435,434,60.0,51865.978392630816,190.0
35201436,641,45.6,76810.79129785502,255.0
35201437,493,69.2,57756.308754555816,190.0
35201438,425,48.7,39915.539988049815,135.0
35201439,538,56.4,212436.0652169897,200.0
35201440,515,63.0,71998.21190356699,220.0
35201441,455,75.0,41124.82566481424,170.0
35201442,701,61.8,76762.91538183187,260.0
35201443,426,55.8,38471.74075180459,160.0
35201444,393,63.2,28581.989575817744,155.0
35201445,361,68.3,41360.81636669326,140.0
35201446,246,58.7,19002.62087039233,95.0
35201447,325,55.6,38579.418657848924,115.0
35201448,420,67.6,39687.11219314796,165.0
35201449,464,65.1,44153.90982596122,185.0
35201450,627,61.6,58146.24275985648,255.0
35201451,399,59.7,31512.358048755465,175.0
35201452,251,65.9,51729.06200372342,105.0
35201453,391,76.9,99137.43164443123,220.0
35201459,376,79.7,16853.861701886897,235.0
35201460,716,71.3,100730.46955568758,305.0
35201461,156,,13166.823100280251,0.0
35201463,1254,57.7,35633.60669417226,600.0
35201464,849,52.9,33018.188068675394,425.0
35201467,561,69.8,135825.5989465436,225.0
35201468,651,86.5,62764.005772083394,100.0
35201469,452,60.8,606765.8164015689,175.0
35201471,710,67.5,243246.10702338314,385.0
35201477,387,69.4,62719.327668395235,150.0
35201478,394,77.0,51273.77586394145,165.0
35201479,408,48.6,51084.095516973575,200.0
35201480,370,71.9,56874.85640753893,160.0
35201481,369,62.0,42254.94770830795,190.0
35201482,541,65.0,99135.62508692303,205.0
35201483,538,69.9,83755.64707714035,220.0
35201485,497,62.9,146277.1529178644,215.0
35201486,416,56.1,51199.12758810524,175.0
35201487,718,61.8,107746.34948742426,265.0
35201488,597,70.0,93295.19017009553,230.0
35201489,457,70.1,76985.79851126455,165.0
35201490,433,74.6,55829.68526382495,155.0
35201491,505,76.4,59269.94705983711,220.0
35201492,460,56.0,58363.1039348708,190.0
35201493,640,70.2,123876.44978142066,250.0
35201494,647,72.8,108548.06519525629,265.0
35201495,843,62.2,560734.2525173231,285.0
35201496,1222,54.6,510909.5671838809,645.0
35201497,497,67.9,136898.736854498,190.0
35201498,448,57.6,106785.59293450403,125.0
35201499,501,50.0,149852.98775216728,165.0
35201500,565,54.8,157477.8621896165,190.0
35201501,735,78.9,173792.62336590452,215.0
35201502,582,77.1,223765.7891564571,230.0
35201503,566,55.7,123239.97268395088,190.0
35201504,469,67.6,105644.69691640127,155.0
35201505,534,60.5,243439.53348805784,195.0
35201506,698,67.3,198413.68792659257,235.0
35201507,794,56.0,193248.9046356594,375.0
35201508,706,59.1,168578.6831415509,270.0
35201509,508,56.4,129869.72827483162,195.0
35201510,532,64.8,191300.25637551563,200.0
35201511,526,58.3,204807.2911390458,205.0
35201512,540,37.8,218025.79421577312,215.0
35201513,523,50.0,157483.25147819144,210.0
35201514,692,56.0,170547.48031073177,295.0
35201515,531,45.7,178414.05183678013,210.0
35201516,625,56.6,223562.87953276708,270.0
35201517,540,64.2,175269.67769353397,200.0
35201518,478,53.1,117138.67255647518,195.0
35201519,605,60.9,160159.13790293422,250.0
35201520,412,63.5,367721.10157109355,185.0
35201521,473,56.2,176342.33629313734,195.0
35201522,555,43.6,171964.95038699848,270.0
35201523,378,56.2,112495.25048969353,160.0
35201524,471,56.2,122835.19108516545,185.0
35201525,465,59.5,113732.86189335289,170.0
35201526,1373,75.9,644723.4649076302,635.0
35201532,448,53.6,192670.64343027695,185.0
35201541,615,73.3,122420.06294323741,245.0
35201542,547,58.1,114093.73621661098,215.0
35201543,487,68.8,78837.09691292563,200.0
35201544,462,68.4,80457.68979483703,195.0
35201545,598,66.0,80694.04147822366,280.0
35201547,647,72.4,118829.29756281197,275.0
35201548,460,63.6,97812.77574184371,175.0
35201552,488,62.7,77705.69144315021,195.0
35201553,555,60.7,62101.731421221004,235.0
35201554,521,77.8,96791.52226440088,245.0
35201555,569,71.3,101006.55971585757,270.0
35201556,641,69.7,1913286.9820587793,345.0
35201557,504,70.4,893706.8546187514,295.0
35201558,592,68.4,100674.97913701605,265.0
35201559,609,54.5,73610.92973473205,350.0
35201560,396,76.4,71121.10730030284,190.0
35201563,403,73.1,63059.517726635495,190.0
35201564,442,68.9,83355.23738803527,200.0
35201565,460,72.7,65523.909956093594,200.0
35201566,474,67.5,107554.03627214865,175.0
35201567,488,82.1,107666.14117250875,195.0
35201568,478,74.0,86498.29097349985,225.0
35201569,448,44.0,113913.24489452226,200.0
35201570,362,60.7,64850.44145951225,150.0
35201571,474,73.4,122196.60369972792,185.0
35201572,498,60.5,3630046.8941617697,225.0
35201573,1161,72.4,84872.32344347933,595.0
35201574,458,65.9,84372.11019562597,215.0
35201575,538,66.3,100684.72497084837,245.0
35201576,389,44.1,244750.31525400095,195.0
35201577,440,56.9,106736.82537857039,185.0
35201578,407,61.3,87736.37989650048,180.0
35201579,985,69.0,101650.5083658717,475.0
35201580,344,69.8,53402.582734407704,170.0
35201581,409,75.4,108278.28098816304,190.0
35201582,409,58.2,2387101.6286219307,180.0
35201583,657,65.5,455959.54473704926,255.0
35201584,507,71.7,103361.29186013667,180.0
35201585,416,73.5,95876.74334630548,170.0
35201586,395,67.7,77557.22672450666,145.0
35201587,467,54.7,185578.50891678283,175.0
35201588,552,60.0,94672.70847732345,210.0
35201589,652,57.0,144160.80247306297,240.0
35201590,552,64.9,828017.1684725763,200.0
35201591,644,64.3,118450.93814927277,255.0
35201592,421,59.2,101583.27154766061,165.0
35201593,370,54.9,434440.9273178228,135.0
35201594,415,65.7,92332.98762869238,150.0
35201595,503,65.2,425637.4803301842,175.0
