DAUID,Population,Employment rate,Area,Total - Structural type of dwelling
35204047,1385,57.1,1691380.2570152371,435.0
35204049,5129,52.5,717328.8976857146,2830.0
35204050,1769,71.1,1309401.27583976,715.0
35204051,1842,50.4,110303.40983058208,830.0
35204052,2026,48.5,89839.01726125435,665.0
35204053,2177,60.3,275133.56193181843,1095.0
35204054,1289,38.9,91071.39366363369,725.0
35204055,2408,45.2,166205.32368137588,875.0
35204056,1768,43.7,97325.24332929293,560.0
35204057,1194,54.8,21166.16627670798,380.0
35204058,1279,53.1,212489.92824515837,585.0
35204059,2948,59.6,110041.86277832829,805.0
35204060,2005,70.8,965974.1084862436,675.0
35204061,1514,47.6,93779.70099103262,695.0
35204062,3870,60.1,838422.6054491068,1185.0
35204063,2948,49.8,123244.59733069243,1335.0
35204064,1791,68.0,210580.59820207366,680.0
35204065,1527,53.4,131533.13297216583,555.0
35204066,1499,49.1,112673.61243307468,695.0
35204067,1185,54.5,1070214.8363400497,425.0
35204068,2303,64.0,87788.27142070883,920.0
35204069,1612,70.8,101540.83400791218,605.0
35204070,1065,58.8,243342.31424186972,360.0
35204071,3631,51.1,219461.51741302956,1330.0
35204072,2804,45.8,243982.47486614925,1190.0
35204073,5246,54.7,215360.87783167613,1805.0
35204074,4672,51.6,230714.90973988472,1405.0
35204075,2036,59.2,628265.2177370404,965.0
35204076,1507,63.9,51636.88928487857,660.0
35204077,1644,58.8,41771.98789111247,870.0
35204078,1513,58.7,474657.228648575,395.0
35204079,3088,60.8,195116.28872771258,1045.0
35204080,1829,51.0,104744.52106701826,625.0
35204081,3003,56.7,90373.7155781684,1080.0
35204082,1652,45.1,50025.230166052694,650.0
35204083,2222,50.9,57719.99949788966,840.0
35204084,2906,45.9,752738.8469313865,1080.0
35204085,2670,50.5,135212.73190970204,980.0
35204086,1836,47.8,67065.91431492394,840.0
35204087,1821,50.9,94172.84880891663,770.0
35204088,2583,61.6,55899.79286757218,1130.0
35204089,865,73.1,14224.279983679693,560.0
35204090,1099,80.8,31724.33082806578,735.0
35204091,1186,50.0,94184.7915524387,790.0
35204092,873,76.7,219808.92790431852,155.0
35204093,2477,62.0,302075.34391403635,795.0
35204094,3348,56.2,272687.0924513261,1225.0
35204095,1677,45.0,883868.1841980194,1050.0
35204096,2236,58.8,58739.874825773404,1320.0
35204097,2088,71.9,57126.0588858791,1205.0
35204098,1512,34.6,338807.01099191373,755.0
35204100,2795,64.7,84311.42320078133,1105.0
35204101,3580,50.6,218812.43848429993,1795.0
35204103,2235,63.3,133218.18173690888,915.0
35204105,2226,64.0,181842.85046998048,725.0
35204106,1337,51.1,387053.78142311465,640.0
35204107,819,40.5,108665.18346292875,185.0
35204109,2085,45.7,272829.92168084136,865.0
35204110,1972,60.3,114672.9448008277,630.0
35204111,2701,58.8,322623.1675608922,1055.0
35204112,1412,64.1,244279.4162569537,575.0
35204113,1852,51.2,634679.3695057716,825.0
35204114,1101,22.4,429490.4793599344,365.0
35204115,1440,58.4,73055.62162800442,545.0
35204116,756,20.3,34621.2079802197,555.0
35204117,1787,39.4,113967.16805140357,1000.0
35204118,2583,59.5,119108.31014806726,960.0
35204119,1638,57.0,77175.7726139445,630.0
35204120,1337,60.1,267623.32112913096,525.0
35204121,2288,59.6,110709.71936283138,860.0
35204124,6862,61.6,704870.173982995,2055.0
35204125,1568,63.4,164557.73790192066,630.0
35204126,4725,45.0,2037235.0355244905,1705.0
35204127,1443,50.5,177818.49265576727,495.0
35204128,3591,52.1,223969.08322204492,1810.0
35204129,1346,50.3,128202.85023300168,500.0
35204130,400,52.5,119391.1181271413,200
35204131,1002,45.8,917165.3387749828,355.0
35204133,1267,44.3,57032.22853491766,725.0
35204134,809,67.2,94455.50309009218,345.0
35204135,1896,65.5,36527.3399672574,890.0
35204136,1119,59.5,212150.78367481125,490.0
35204137,1505,40.3,105180.18329468994,650.0
35204138,1517,63.1,96014.46875342652,470.0
