id,DAUID,Division code,Division name,Population,Total population 15 years and over by labour force activity,Employed,Unemployed,Employment rate,Unemployment rate
258,35190258,3519,York,353.0,290.0,160.0,20.0,55.2,11.1
259,35190259,3519,York,978.0,720.0,535.0,10.0,74.3,1.8
260,35190260,3519,York,924.0,605.0,320.0,25.0,52.9,7.2
261,35190261,3519,York,1573.0,1235.0,830.0,60.0,67.2,6.7
262,35190262,3519,York,499.0,400.0,235.0,15.0,58.8,6.0
263,35190263,3519,York,2154.0,1755.0,1205.0,65.0,68.7,5.1
264,35190264,3519,York,786.0,685.0,485.0,25.0,70.8,4.9
265,35190265,3519,York,516.0,410.0,305.0,15.0,74.4,4.6
266,35190266,3519,York,1013.0,870.0,625.0,25.0,71.8,3.8
267,35190267,3519,York,308.0,270.0,130.0,10.0,48.1,7.4
268,35190268,3519,York,264.0,220.0,140.0,20.0,63.6,12.9
269,35190269,3519,York,267.0,225.0,165.0,10.0,73.3,6.1
270,35190270,3519,York,1070.0,840.0,560.0,55.0,66.7,8.9
271,35190271,3519,York,405.0,350.0,235.0,10.0,67.1,4.2
272,35190272,3519,York,586.0,525.0,365.0,25.0,69.5,6.3
273,35190273,3519,York,652.0,525.0,360.0,30.0,68.6,7.6
274,35190274,3519,York,614.0,550.0,350.0,15.0,63.6,4.2
275,35190275,3519,York,491.0,385.0,255.0,35.0,66.2,12.3
276,35190276,3519,York,672.0,515.0,345.0,20.0,67.0,5.5
277,35190277,3519,York,459.0,355.0,240.0,40.0,67.6,14.3
278,35190278,3519,York,471.0,365.0,230.0,0.0,63.0,0.0
279,35190279,3519,York,674.0,535.0,440.0,15.0,82.2,3.3
280,35190280,3519,York,736.0,585.0,370.0,20.0,63.2,5.1
281,35190281,3519,York,373.0,280.0,220.0,0.0,78.6,0.0
282,35190282,3519,York,2286.0,1945.0,1255.0,80.0,64.5,6.0
283,35190283,3519,York,1253.0,935.0,670.0,35.0,71.7,5.0
284,35190284,3519,York,416.0,335.0,210.0,0.0,62.7,0.0
285,35190285,3519,York,556.0,425.0,285.0,25.0,67.1,8.1
286,35190286,3519,York,912.0,715.0,530.0,10.0,74.1,1.9
287,35190287,3519,York,275.0,210.0,165.0,0.0,78.6,0.0
288,35190288,3519,York,1378.0,1090.0,705.0,45.0,64.7,6.0
289,35190289,3519,York,808.0,575.0,395.0,45.0,68.7,10.2
290,35190290,3519,York,1043.0,790.0,590.0,20.0,74.7,3.3
291,35190291,3519,York,774.0,595.0,405.0,10.0,68.1,2.4
292,35190292,3519,York,295.0,220.0,140.0,10.0,63.6,6.5
293,35190293,3519,York,537.0,415.0,320.0,25.0,77.1,7.2
294,35190294,3519,York,586.0,465.0,345.0,0.0,74.2,0.0
295,35190295,3519,York,337.0,250.0,190.0,0.0,76.0,0.0
296,35190296,3519,York,957.0,775.0,520.0,40.0,67.1,7.1
297,35190297,3519,York,1008.0,870.0,540.0,0.0,62.1,0.0
300,35190300,3519,York,508.0,395.0,225.0,25.0,57.0,10.0
301,35190301,3519,York,849.0,645.0,380.0,20.0,58.9,5.0
302,35190302,3519,York,491.0,425.0,255.0,15.0,60.0,5.6
303,35190303,3519,York,516.0,445.0,265.0,10.0,59.6,3.6
304,35190304,3519,York,666.0,520.0,280.0,20.0,53.8,6.7
305,35190305,3519,York,585.0,480.0,330.0,15.0,68.8,4.3
306,35190306,3519,York,542.0,450.0,360.0,15.0,80.0,4.0
307,35190307,3519,York,1254.0,900.0,650.0,35.0,72.2,5.1
308,35190308,3519,York,1410.0,1110.0,815.0,30.0,73.4,3.6
309,35190309,3519,York,410.0,355.0,230.0,10.0,64.8,4.3
310,35190310,3519,York,270.0,230.0,135.0,10.0,58.7,6.9
311,35190311,3519,York,825.0,725.0,365.0,10.0,50.3,2.7
312,35190312,3519,York,953.0,795.0,410.0,45.0,51.6,9.9
313,35190313,3519,York,304.0,255.0,150.0,10.0,58.8,6.7
316,35190316,3519,York,445.0,425.0,180.0,10.0,42.4,5.1
317,35190317,3519,York,475.0,380.0,200.0,20.0,52.6,9.1
318,35190318,3519,York,807.0,690.0,420.0,25.0,60.9,5.7
320,35190320,3519,York,1365.0,1160.0,695.0,40.0,59.9,5.5
326,35190326,3519,York,481.0,360.0,260.0,25.0,72.2,8.9
327,35190327,3519,York,241.0,205.0,165.0,10.0,80.5,5.7
328,35190328,3519,York,240.0,210.0,135.0,25.0,64.3,15.6
329,35190329,3519,York,1059.0,900.0,435.0,30.0,48.3,6.5
332,35190332,3519,York,1592.0,1150.0,705.0,25.0,61.3,3.4
334,35190334,3519,York,785.0,600.0,375.0,55.0,62.5,12.8
336,35190336,3519,York,456.0,360.0,205.0,0.0,56.9,0.0
337,35190337,3519,York,1304.0,1225.0,645.0,35.0,52.7,5.2
338,35190338,3519,York,1329.0,1105.0,710.0,40.0,64.3,5.4
339,35190339,3519,York,390.0,320.0,220.0,10.0,68.8,4.3
340,35190340,3519,York,475.0,450.0,325.0,0.0,72.2,0.0
341,35190341,3519,York,1074.0,865.0,685.0,30.0,79.2,4.2
342,35190342,3519,York,1269.0,1005.0,670.0,70.0,66.7,9.4
343,35190343,3519,York,227.0,190.0,145.0,10.0,76.3,6.7
344,35190344,3519,York,759.0,625.0,485.0,30.0,77.6,5.9
345,35190345,3519,York,543.0,440.0,255.0,0.0,58.0,0.0
346,35190346,3519,York,500.0,380.0,265.0,30.0,69.7,10.2
347,35190347,3519,York,513.0,450.0,250.0,30.0,55.6,10.7
348,35190348,3519,York,371.0,350.0,215.0,10.0,61.4,4.5
349,35190349,3519,York,337.0,290.0,185.0,10.0,63.8,5.1
350,35190350,3519,York,518.0,435.0,290.0,10.0,66.7,3.4
351,35190351,3519,York,277.0,235.0,150.0,10.0,63.8,6.5
352,35190352,3519,York,936.0,755.0,495.0,45.0,65.6,8.3
353,35190353,3519,York,732.0,665.0,400.0,15.0,60.2,3.6
354,35190354,3519,York,376.0,310.0,200.0,15.0,64.5,7.0
355,35190355,3519,York,504.0,440.0,325.0,15.0,73.9,4.5
356,35190356,3519,York,739.0,635.0,400.0,45.0,63.0,10.1
357,35190357,3519,York,520.0,465.0,255.0,15.0,54.8,5.6
358,35190358,3519,York,595.0,490.0,375.0,25.0,76.5,6.2
359,35190359,3519,York,346.0,280.0,225.0,10.0,80.4,4.3
360,35190360,3519,York,698.0,595.0,420.0,10.0,70.6,2.4
364,35190364,3519,York,716.0,560.0,475.0,10.0,84.8,2.1
365,35190365,3519,York,227.0,130.0,100.0,0.0,76.9,0.0
366,35190366,3519,York,1189.0,1085.0,645.0,40.0,59.4,5.9
367,35190367,3519,York,415.0,370.0,215.0,10.0,58.1,4.4
370,35190370,3519,York,378.0,340.0,240.0,0.0,70.6,0.0
371,35190371,3519,York,465.0,415.0,215.0,15.0,51.8,6.5
372,35190372,3519,York,428.0,395.0,280.0,0.0,70.9,0.0
373,35190373,3519,York,432.0,375.0,260.0,20.0,69.3,7.1
374,35190374,3519,York,469.0,415.0,195.0,30.0,47.0,13.6
375,35190375,3519,York,465.0,355.0,185.0,25.0,52.1,11.6
376,35190376,3519,York,898.0,760.0,475.0,35.0,62.5,6.9
377,35190377,3519,York,645.0,510.0,360.0,25.0,70.6,6.4
378,35190378,3519,York,545.0,455.0,240.0,30.0,52.7,11.1
379,35190379,3519,York,519.0,460.0,220.0,10.0,47.8,4.4
380,35190380,3519,York,532.0,460.0,275.0,15.0,59.8,5.2
381,35190381,3519,York,281.0,245.0,155.0,10.0,63.3,6.1
382,35190382,3519,York,773.0,625.0,450.0,25.0,72.0,5.3
383,35190383,3519,York,339.0,255.0,180.0,0.0,70.6,0.0
384,35190384,3519,York,513.0,420.0,280.0,65.0,66.7,19.4
385,35190385,3519,York,423.0,390.0,120.0,15.0,30.8,11.1
389,35190389,3519,York,923.0,795.0,360.0,20.0,45.3,5.3
390,35190390,3519,York,903.0,760.0,480.0,20.0,63.2,4.0
391,35190391,3519,York,376.0,315.0,200.0,30.0,63.5,13.0
392,35190392,3519,York,547.0,440.0,280.0,15.0,63.6,5.1
393,35190393,3519,York,774.0,650.0,455.0,25.0,70.0,5.2
394,35190394,3519,York,320.0,325.0,140.0,10.0,43.1,6.7
395,35190395,3519,York,485.0,395.0,205.0,15.0,51.9,6.8
396,35190396,3519,York,561.0,480.0,275.0,10.0,57.3,3.5
397,35190397,3519,York,1829.0,1595.0,1085.0,75.0,68.0,6.5
398,35190398,3519,York,365.0,275.0,200.0,15.0,72.7,7.0
401,35190401,3519,York,280.0,250.0,185.0,15.0,74.0,7.3
403,35190403,3519,York,399.0,380.0,260.0,20.0,68.4,7.1
404,35190404,3519,York,373.0,320.0,215.0,25.0,67.2,10.4
405,35190405,3519,York,785.0,700.0,525.0,50.0,75.0,8.8
406,35190406,3519,York,530.0,440.0,310.0,10.0,70.5,3.1
407,35190407,3519,York,543.0,450.0,285.0,55.0,63.3,16.2
408,35190408,3519,York,624.0,560.0,350.0,50.0,62.5,12.5
409,35190409,3519,York,612.0,525.0,360.0,30.0,68.6,7.8
410,35190410,3519,York,947.0,775.0,545.0,30.0,70.3,5.2
411,35190411,3519,York,286.0,250.0,140.0,15.0,56.0,9.7
412,35190412,3519,York,364.0,330.0,175.0,35.0,53.0,16.7
413,35190413,3519,York,651.0,565.0,415.0,15.0,73.5,3.5
414,35190414,3519,York,603.0,520.0,355.0,20.0,68.3,5.3
415,35190415,3519,York,1085.0,930.0,560.0,35.0,60.2,5.8
416,35190416,3519,York,290.0,235.0,100.0,55.0,42.6,35.5
417,35190417,3519,York,430.0,360.0,245.0,10.0,68.1,3.9
418,35190418,3519,York,432.0,390.0,260.0,10.0,66.7,3.8
419,35190419,3519,York,310.0,285.0,170.0,10.0,59.6,5.6
420,35190420,3519,York,1010.0,870.0,625.0,20.0,71.8,3.1
421,35190421,3519,York,288.0,215.0,130.0,30.0,60.5,18.2
422,35190422,3519,York,359.0,310.0,185.0,0.0,59.7,0.0
423,35190423,3519,York,878.0,720.0,425.0,35.0,59.0,7.5
424,35190424,3519,York,635.0,545.0,380.0,10.0,69.7,2.5
425,35190425,3519,York,434.0,375.0,240.0,0.0,64.0,0.0
426,35190426,3519,York,679.0,600.0,365.0,20.0,60.8,5.2
427,35190427,3519,York,444.0,425.0,290.0,15.0,68.2,4.8
428,35190428,3519,York,1012.0,890.0,635.0,25.0,71.3,3.8
429,35190429,3519,York,405.0,355.0,215.0,10.0,60.6,4.3
430,35190430,3519,York,479.0,420.0,235.0,25.0,56.0,9.8
431,35190431,3519,York,431.0,385.0,265.0,15.0,68.8,5.4
432,35190432,3519,York,589.0,525.0,325.0,35.0,61.9,9.7
433,35190433,3519,York,3540.0,3180.0,1875.0,155.0,59.0,7.6
434,35190434,3519,York,1646.0,1415.0,930.0,45.0,65.7,4.6
435,35190435,3519,York,347.0,300.0,165.0,20.0,55.0,10.8
436,35190436,3519,York,350.0,330.0,185.0,0.0,56.1,0.0
437,35190437,3519,York,288.0,275.0,120.0,10.0,43.6,7.7
438,35190438,3519,York,459.0,395.0,210.0,15.0,53.2,6.5
439,35190439,3519,York,559.0,495.0,335.0,20.0,67.7,5.7
440,35190440,3519,York,469.0,405.0,255.0,10.0,63.0,3.8
441,35190441,3519,York,398.0,345.0,160.0,25.0,46.4,13.5
442,35190442,3519,York,456.0,400.0,245.0,20.0,61.2,7.4
443,35190443,3519,York,238.0,200.0,105.0,0.0,52.5,0.0
444,35190444,3519,York,1351.0,1100.0,670.0,75.0,60.9,10.1
445,35190445,3519,York,822.0,720.0,465.0,15.0,64.6,3.2
446,35190446,3519,York,434.0,360.0,195.0,20.0,54.2,9.3
447,35190447,3519,York,420.0,365.0,175.0,0.0,47.9,0.0
448,35190448,3519,York,1091.0,930.0,545.0,30.0,58.6,5.2
453,35190453,3519,York,695.0,540.0,300.0,50.0,55.6,14.1
454,35190454,3519,York,327.0,270.0,185.0,10.0,68.5,5.0
455,35190455,3519,York,581.0,510.0,320.0,25.0,62.7,7.2
457,35190457,3519,York,371.0,310.0,210.0,20.0,67.7,8.7
458,35190458,3519,York,905.0,830.0,355.0,20.0,42.8,5.3
459,35190459,3519,York,689.0,645.0,235.0,25.0,36.4,9.4
460,35190460,3519,York,348.0,300.0,180.0,0.0,60.0,0.0
463,35190463,3519,York,1052.0,860.0,560.0,50.0,65.1,8.3
464,35190464,3519,York,462.0,395.0,270.0,25.0,68.4,8.3
465,35190465,3519,York,402.0,350.0,255.0,10.0,72.9,3.8
466,35190466,3519,York,1254.0,1025.0,790.0,40.0,77.1,4.8
467,35190467,3519,York,739.0,620.0,435.0,10.0,70.2,2.2
468,35190468,3519,York,307.0,260.0,160.0,10.0,61.5,5.7
469,35190469,3519,York,437.0,340.0,230.0,0.0,67.6,0.0
470,35190470,3519,York,632.0,525.0,380.0,10.0,72.4,2.6
471,35190471,3519,York,619.0,525.0,365.0,10.0,69.5,2.7
472,35190472,3519,York,393.0,320.0,230.0,0.0,71.9,0.0
473,35190473,3519,York,733.0,625.0,405.0,50.0,64.8,11.1
474,35190474,3519,York,566.0,455.0,325.0,0.0,71.4,0.0
475,35190475,3519,York,747.0,670.0,405.0,0.0,60.4,0.0
476,35190476,3519,York,521.0,410.0,300.0,20.0,73.2,6.2
477,35190477,3519,York,588.0,485.0,330.0,35.0,68.0,9.6
480,35190480,3519,York,334.0,245.0,125.0,0.0,51.0,0.0
481,35190481,3519,York,294.0,260.0,150.0,0.0,57.7,0.0
482,35190482,3519,York,270.0,245.0,175.0,10.0,71.4,5.6
483,35190483,3519,York,380.0,285.0,220.0,25.0,77.2,10.2
484,35190484,3519,York,1573.0,1305.0,775.0,65.0,59.4,7.8
485,35190485,3519,York,361.0,310.0,200.0,0.0,64.5,0.0
486,35190486,3519,York,1292.0,1005.0,665.0,60.0,66.2,8.3
487,35190487,3519,York,531.0,415.0,290.0,0.0,69.9,0.0
488,35190488,3519,York,553.0,480.0,300.0,30.0,62.5,9.1
489,35190489,3519,York,376.0,295.0,265.0,0.0,89.8,0.0
490,35190490,3519,York,494.0,420.0,265.0,10.0,63.1,3.6
491,35190491,3519,York,350.0,290.0,165.0,10.0,56.9,5.7
492,35190492,3519,York,669.0,605.0,425.0,25.0,70.2,5.5
493,35190493,3519,York,631.0,550.0,320.0,70.0,58.2,17.9
494,35190494,3519,York,370.0,315.0,160.0,10.0,50.8,6.2
495,35190495,3519,York,1419.0,1165.0,610.0,40.0,52.4,6.1
496,35190496,3519,York,407.0,355.0,250.0,0.0,70.4,0.0
497,35190497,3519,York,459.0,360.0,265.0,0.0,73.6,0.0
498,35190498,3519,York,471.0,395.0,160.0,20.0,40.5,11.4
499,35190499,3519,York,389.0,325.0,125.0,0.0,38.5,0.0
500,35190500,3519,York,455.0,370.0,260.0,10.0,70.3,3.7
501,35190501,3519,York,471.0,405.0,270.0,0.0,66.7,0.0
502,35190502,3519,York,296.0,250.0,175.0,0.0,70.0,0.0
503,35190503,3519,York,414.0,340.0,220.0,15.0,64.7,6.4
504,35190504,3519,York,654.0,540.0,365.0,25.0,67.6,6.3
505,35190505,3519,York,478.0,410.0,260.0,25.0,63.4,8.8
506,35190506,3519,York,630.0,540.0,345.0,15.0,63.9,4.2
507,35190507,3519,York,419.0,330.0,210.0,15.0,63.6,6.7
508,35190508,3519,York,878.0,675.0,365.0,30.0,54.1,7.7
511,35190511,3519,York,935.0,740.0,465.0,30.0,62.8,6.0
512,35190512,3519,York,537.0,420.0,285.0,10.0,67.9,3.4
513,35190513,3519,York,599.0,475.0,325.0,30.0,68.4,8.5
514,35190514,3519,York,352.0,255.0,175.0,10.0,68.6,5.4
515,35190515,3519,York,1744.0,1075.0,515.0,30.0,47.9,5.5
516,35190516,3519,York,771.0,585.0,375.0,35.0,64.1,8.5
517,35190517,3519,York,1139.0,835.0,590.0,0.0,70.7,0.0
518,35190518,3519,York,1049.0,795.0,525.0,20.0,66.0,3.7
519,35190519,3519,York,280.0,200.0,145.0,10.0,72.5,6.5
520,35190520,3519,York,666.0,550.0,360.0,30.0,65.5,7.8
521,35190521,3519,York,877.0,675.0,535.0,15.0,79.3,2.7
522,35190522,3519,York,701.0,575.0,365.0,35.0,63.5,8.8
525,35190525,3519,York,436.0,375.0,235.0,15.0,62.7,6.1
526,35190526,3519,York,404.0,345.0,190.0,10.0,55.1,5.0
527,35190527,3519,York,611.0,485.0,320.0,20.0,66.0,5.9
528,35190528,3519,York,399.0,295.0,170.0,30.0,57.6,15.4
529,35190529,3519,York,591.0,490.0,345.0,15.0,70.4,4.1
530,35190530,3519,York,475.0,390.0,305.0,0.0,78.2,0.0
531,35190531,3519,York,407.0,310.0,225.0,10.0,72.6,4.3
532,35190532,3519,York,435.0,355.0,225.0,0.0,63.4,0.0
533,35190533,3519,York,477.0,380.0,255.0,25.0,67.1,9.1
534,35190534,3519,York,453.0,365.0,220.0,0.0,60.3,0.0
537,35190537,3519,York,787.0,665.0,375.0,10.0,56.4,2.6
538,35190538,3519,York,438.0,365.0,265.0,10.0,72.6,3.6
539,35190539,3519,York,228.0,170.0,100.0,0.0,58.8,0.0
540,35190540,3519,York,973.0,760.0,440.0,35.0,57.9,7.4
541,35190541,3519,York,261.0,220.0,140.0,0.0,63.6,0.0
542,35190542,3519,York,419.0,365.0,235.0,10.0,64.4,4.0
543,35190543,3519,York,317.0,250.0,170.0,0.0,68.0,0.0
544,35190544,3519,York,592.0,565.0,350.0,25.0,61.9,6.8
545,35190545,3519,York,476.0,435.0,260.0,20.0,59.8,7.1
546,35190546,3519,York,480.0,425.0,250.0,25.0,58.8,9.1
547,35190547,3519,York,631.0,525.0,345.0,30.0,65.7,8.1
548,35190548,3519,York,557.0,445.0,240.0,20.0,53.9,7.5
549,35190549,3519,York,563.0,515.0,295.0,25.0,57.3,7.8
550,35190550,3519,York,830.0,715.0,450.0,30.0,62.9,6.3
551,35190551,3519,York,593.0,515.0,290.0,10.0,56.3,3.3
552,35190552,3519,York,284.0,270.0,225.0,0.0,83.3,0.0
553,35190553,3519,York,695.0,605.0,330.0,10.0,54.5,3.0
554,35190554,3519,York,882.0,775.0,420.0,40.0,54.2,8.7
558,35190558,3519,York,997.0,795.0,450.0,45.0,56.6,9.1
559,35190559,3519,York,576.0,490.0,265.0,20.0,54.1,6.9
561,35190561,3519,York,641.0,470.0,270.0,45.0,57.4,14.5
562,35190562,3519,York,378.0,290.0,160.0,65.0,55.2,29.5
563,35190563,3519,York,654.0,535.0,335.0,10.0,62.6,2.9
564,35190564,3519,York,753.0,610.0,405.0,20.0,66.4,4.7
565,35190565,3519,York,972.0,770.0,495.0,0.0,64.3,0.0
566,35190566,3519,York,476.0,410.0,275.0,10.0,67.1,3.5
567,35190567,3519,York,358.0,285.0,220.0,10.0,77.2,4.3
568,35190568,3519,York,343.0,265.0,185.0,15.0,69.8,7.7
569,35190569,3519,York,403.0,355.0,230.0,10.0,64.8,4.3
570,35190570,3519,York,502.0,420.0,290.0,35.0,69.0,10.9
571,35190571,3519,York,688.0,620.0,410.0,15.0,66.1,3.5
572,35190572,3519,York,724.0,610.0,350.0,25.0,57.4,6.7
573,35190573,3519,York,375.0,330.0,195.0,15.0,59.1,7.3
575,35190575,3519,York,497.0,450.0,265.0,10.0,58.9,3.6
576,35190576,3519,York,422.0,350.0,230.0,15.0,65.7,6.1
577,35190577,3519,York,507.0,410.0,230.0,35.0,56.1,13.2
578,35190578,3519,York,641.0,530.0,315.0,30.0,59.4,8.7
581,35190581,3519,York,501.0,420.0,225.0,0.0,53.6,0.0
583,35190583,3519,York,389.0,300.0,235.0,0.0,78.3,0.0
584,35190584,3519,York,453.0,375.0,235.0,45.0,62.7,15.8
585,35190585,3519,York,1366.0,1135.0,760.0,40.0,67.0,5.0
586,35190586,3519,York,618.0,535.0,350.0,50.0,65.4,12.5
587,35190587,3519,York,821.0,680.0,425.0,50.0,62.5,10.4
588,35190588,3519,York,477.0,415.0,255.0,10.0,61.4,3.8
589,35190589,3519,York,501.0,400.0,220.0,15.0,55.0,6.5
590,35190590,3519,York,928.0,795.0,515.0,20.0,64.8,3.7
591,35190591,3519,York,892.0,610.0,245.0,20.0,40.2,7.5
592,35190592,3519,York,575.0,455.0,345.0,15.0,75.8,4.2
593,35190593,3519,York,269.0,205.0,140.0,10.0,68.3,6.7
594,35190594,3519,York,363.0,295.0,170.0,10.0,57.6,5.6
595,35190595,3519,York,600.0,490.0,325.0,10.0,66.3,3.0
596,35190596,3519,York,566.0,445.0,330.0,0.0,74.2,0.0
598,35190598,3519,York,1435.0,1215.0,745.0,35.0,61.3,4.5
599,35190599,3519,York,690.0,580.0,425.0,20.0,73.3,4.5
600,35190600,3519,York,865.0,735.0,440.0,40.0,59.9,8.3
601,35190601,3519,York,256.0,210.0,155.0,0.0,73.8,0.0
602,35190602,3519,York,305.0,250.0,185.0,10.0,74.0,5.3
603,35190603,3519,York,294.0,255.0,205.0,10.0,80.4,4.9
604,35190604,3519,York,598.0,525.0,300.0,30.0,57.1,9.0
605,35190605,3519,York,512.0,415.0,225.0,15.0,54.2,6.2
606,35190606,3519,York,261.0,225.0,115.0,10.0,51.1,8.3
607,35190607,3519,York,1158.0,980.0,505.0,35.0,51.5,6.4
608,35190608,3519,York,306.0,275.0,190.0,25.0,69.1,11.6
609,35190609,3519,York,1311.0,1105.0,810.0,80.0,73.3,9.0
610,35190610,3519,York,421.0,350.0,225.0,10.0,64.3,4.3
611,35190611,3519,York,720.0,640.0,475.0,25.0,74.2,5.0
612,35190612,3519,York,566.0,500.0,355.0,25.0,71.0,6.7
613,35190613,3519,York,393.0,335.0,220.0,30.0,65.7,12.0
